from_address,to_address,amount_btc,flow_type
1Enix8WAQbmsVhiE6BfnWeVP4sDWuzzX53,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1PoSHXTo2wdSu8smqEE45ezGRVotUHkJTq,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1Mta71B9otgZgSajxvGkrGtFR4EGdjrhNG,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
14AFroDPbjjPvtwpsbxDBr7Q2a7PVgArvp,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
15pWMYtJyaZwowhpsjK7kPmsi6eny984Mc,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
171Y3WUtU3WehH1xv8oS6dcmwACAVoS4k7,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1FWW3Ae7BVnMbiYZprgrq4Bszr2AQXEr4h,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1F3MyX5rv1HMnprHjtRUYZYEqXk8nTiQbM,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
17yNZP4GqjSG5Dt6p5CZC1gp1UKGZTQAL3,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
15ZBq8sQiba43XUfSXCCCim9dkCiARZ9qS,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1BA7RX6PChhqJYiX5H4xjgQfx2bgQEtBMb,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1Mj4sSs2Nqt75fwdcFJQDwZt9onFjyPcae,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1PzdoWdMyTFo6tMtSzSSKUxSQxUnXTPxKa,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1EsTWir8Ruj36zZf2qETKUaaakvrf7UKaz,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1D4VCQrANs5zW3y6HrnwtLZfCRYr52yiWd,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1QGcsems8YoCKYiY7QFrcEsxsGjgtEj47Z,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
16nqPR5DHsX4tK3oGvedvjaiHQiZANBYJ,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1ML5tEvU9MWWe7Dto4hSw5MCyYoKaWiyKm,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1GuW3EpX8bE8nw7rhXfGHpFmZak4jzaVfw,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1BmxTvWfw1it9WZLmssVv524LVHC3zrVLS,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1GwEq2eYNtqXnixevXFVqGvvAgRB4axA32,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1BEPv87v3MnB4PooGcGsyd4GSSEycSxuvg,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
17PmrRpPVgsUNfZ38ETvMcn2nJ7g2Cb5Sn,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1H64z6corkHcyheKauRuF3odgttaSAk1o,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
18h7SFkU97c9tWturVbLdGM3UzFQZfxbto,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1ZJbgF85LshH6jEuwEb6oxpFFX4SmgRzJ,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
15xivRS2CKLL35SCYxDUAaiFWheffjqYpf,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1J1oqkoWBMG8St8avLS1S42QcgUurpemZ,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1MjrcnY39jKk1fkLQRyt1LwWYw8hvnJAWy,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1GoT4WTGBh3UvwbrVnNqudutZg82HC2qut,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1A7EwX48sSv59zNPYnQQ8eWDCmCygnmBvD,1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,2.765957446808511,SOURCE_TO_ACCUMULATOR
1PrWtrfN1HnZwj1Up8iHzMfe5U9K4fuZtb,1NKi9AK5R3Y8DQQgrwneCzDz5QkpUkLjHJ,130.0,ACCUMULATOR_TO_DESTINATION
